ErrorType;Class;Method;ViolatedRule;Object;Statement;ExternalLibrary
ConstraintError;com.google.crypto.tink.subtle.EngineWrapper$TKeyPairGenerator;java.lang.Object getInstance(java.lang.String,java.security.Provider);violating CrySL rule for java.security.KeyPairGenerator (on Object #31579772aaec5a816143c7ef812cc1e25a25da0ce13eab8174637bf9e82c7fff);First parameter (with value "SHA-1") should be any of {RSA, EC, DSA, DiffieHellman, DH};$r3 = staticinvoke <java.security.KeyPairGenerator: java.security.KeyPairGenerator getInstance(java.lang.String,java.security.Provider)>($r2, $r1);true
ConstraintError;com.google.crypto.tink.subtle.EngineWrapper$TKeyPairGenerator;java.lang.Object getInstance(java.lang.String,java.security.Provider);violating CrySL rule for java.security.KeyPairGenerator (on Object #31579772aaec5a816143c7ef812cc1e25a25da0ce13eab8174637bf9e82c7fff);First parameter (with value "HmacSha384") should be any of {RSA, EC, DSA, DiffieHellman, DH};$r3 = staticinvoke <java.security.KeyPairGenerator: java.security.KeyPairGenerator getInstance(java.lang.String,java.security.Provider)>($r2, $r1);true
ConstraintError;com.google.crypto.tink.subtle.EngineWrapper$TKeyPairGenerator;java.lang.Object getInstance(java.lang.String,java.security.Provider);violating CrySL rule for java.security.KeyPairGenerator (on Object #9d792201b769fe047e7a4ac888b6c8bf5e59b4c0df6aad68d04eb687e5998de5);First parameter (with value "SHA-512") should be any of {RSA, EC, DSA, DiffieHellman, DH};$r3 = staticinvoke <java.security.KeyPairGenerator: java.security.KeyPairGenerator getInstance(java.lang.String)>($r2);true
ConstraintError;com.google.crypto.tink.subtle.EngineWrapper$TKeyPairGenerator;java.lang.Object getInstance(java.lang.String,java.security.Provider);violating CrySL rule for java.security.KeyPairGenerator (on Object #9d792201b769fe047e7a4ac888b6c8bf5e59b4c0df6aad68d04eb687e5998de5);First parameter (with value "HmacSha512") should be any of {RSA, EC, DSA, DiffieHellman, DH};$r3 = staticinvoke <java.security.KeyPairGenerator: java.security.KeyPairGenerator getInstance(java.lang.String)>($r2);true
ConstraintError;com.google.crypto.tink.subtle.EngineWrapper$TKeyPairGenerator;java.lang.Object getInstance(java.lang.String,java.security.Provider);violating CrySL rule for java.security.KeyPairGenerator (on Object #31579772aaec5a816143c7ef812cc1e25a25da0ce13eab8174637bf9e82c7fff);First parameter (with value "AES/CTR/NoPadding") should be any of {RSA, EC, DSA, DiffieHellman, DH};$r3 = staticinvoke <java.security.KeyPairGenerator: java.security.KeyPairGenerator getInstance(java.lang.String,java.security.Provider)>($r2, $r1);true
ConstraintError;com.google.crypto.tink.subtle.EngineWrapper$TKeyPairGenerator;java.lang.Object getInstance(java.lang.String,java.security.Provider);violating CrySL rule for java.security.KeyPairGenerator (on Object #9d792201b769fe047e7a4ac888b6c8bf5e59b4c0df6aad68d04eb687e5998de5);First parameter (with value "SHA-1") should be any of {RSA, EC, DSA, DiffieHellman, DH};$r3 = staticinvoke <java.security.KeyPairGenerator: java.security.KeyPairGenerator getInstance(java.lang.String)>($r2);true
ConstraintError;com.google.crypto.tink.subtle.EngineWrapper$TKeyPairGenerator;java.lang.Object getInstance(java.lang.String,java.security.Provider);violating CrySL rule for java.security.KeyPairGenerator (on Object #9d792201b769fe047e7a4ac888b6c8bf5e59b4c0df6aad68d04eb687e5998de5);First parameter (with value "AES/CTR/NoPadding") should be any of {RSA, EC, DSA, DiffieHellman, DH};$r3 = staticinvoke <java.security.KeyPairGenerator: java.security.KeyPairGenerator getInstance(java.lang.String)>($r2);true
ConstraintError;com.google.crypto.tink.subtle.EngineWrapper$TKeyPairGenerator;java.lang.Object getInstance(java.lang.String,java.security.Provider);violating CrySL rule for java.security.KeyPairGenerator (on Object #9d792201b769fe047e7a4ac888b6c8bf5e59b4c0df6aad68d04eb687e5998de5);First parameter (with value "RSA/ECB/NOPADDING") should be any of {RSA, EC, DSA, DiffieHellman, DH};$r3 = staticinvoke <java.security.KeyPairGenerator: java.security.KeyPairGenerator getInstance(java.lang.String)>($r2);true
ConstraintError;com.google.crypto.tink.subtle.EngineWrapper$TKeyPairGenerator;java.lang.Object getInstance(java.lang.String,java.security.Provider);violating CrySL rule for java.security.KeyPairGenerator (on Object #9d792201b769fe047e7a4ac888b6c8bf5e59b4c0df6aad68d04eb687e5998de5);First parameter (with value "HmacSha1") should be any of {RSA, EC, DSA, DiffieHellman, DH};$r3 = staticinvoke <java.security.KeyPairGenerator: java.security.KeyPairGenerator getInstance(java.lang.String)>($r2);true
ConstraintError;com.google.crypto.tink.subtle.EngineWrapper$TKeyPairGenerator;java.lang.Object getInstance(java.lang.String,java.security.Provider);violating CrySL rule for java.security.KeyPairGenerator (on Object #31579772aaec5a816143c7ef812cc1e25a25da0ce13eab8174637bf9e82c7fff);First parameter (with value "HmacSha1") should be any of {RSA, EC, DSA, DiffieHellman, DH};$r3 = staticinvoke <java.security.KeyPairGenerator: java.security.KeyPairGenerator getInstance(java.lang.String,java.security.Provider)>($r2, $r1);true
ConstraintError;com.google.crypto.tink.subtle.EngineWrapper$TKeyPairGenerator;java.lang.Object getInstance(java.lang.String,java.security.Provider);violating CrySL rule for java.security.KeyPairGenerator (on Object #31579772aaec5a816143c7ef812cc1e25a25da0ce13eab8174637bf9e82c7fff);First parameter (with value "AES/ECB/NoPadding") should be any of {RSA, EC, DSA, DiffieHellman, DH};$r3 = staticinvoke <java.security.KeyPairGenerator: java.security.KeyPairGenerator getInstance(java.lang.String,java.security.Provider)>($r2, $r1);true
ConstraintError;com.google.crypto.tink.subtle.EngineWrapper$TKeyPairGenerator;java.lang.Object getInstance(java.lang.String,java.security.Provider);violating CrySL rule for java.security.KeyPairGenerator (on Object #31579772aaec5a816143c7ef812cc1e25a25da0ce13eab8174637bf9e82c7fff);First parameter (with value "SHA-512") should be any of {RSA, EC, DSA, DiffieHellman, DH};$r3 = staticinvoke <java.security.KeyPairGenerator: java.security.KeyPairGenerator getInstance(java.lang.String,java.security.Provider)>($r2, $r1);true
ConstraintError;com.google.crypto.tink.subtle.EngineWrapper$TKeyPairGenerator;java.lang.Object getInstance(java.lang.String,java.security.Provider);violating CrySL rule for java.security.KeyPairGenerator (on Object #9d792201b769fe047e7a4ac888b6c8bf5e59b4c0df6aad68d04eb687e5998de5);First parameter (with value "HmacSha256") should be any of {RSA, EC, DSA, DiffieHellman, DH};$r3 = staticinvoke <java.security.KeyPairGenerator: java.security.KeyPairGenerator getInstance(java.lang.String)>($r2);true
ConstraintError;com.google.crypto.tink.subtle.EngineWrapper$TKeyPairGenerator;java.lang.Object getInstance(java.lang.String,java.security.Provider);violating CrySL rule for java.security.KeyPairGenerator (on Object #9d792201b769fe047e7a4ac888b6c8bf5e59b4c0df6aad68d04eb687e5998de5);First parameter (with value "AES/ECB/NoPadding") should be any of {RSA, EC, DSA, DiffieHellman, DH};$r3 = staticinvoke <java.security.KeyPairGenerator: java.security.KeyPairGenerator getInstance(java.lang.String)>($r2);true
ConstraintError;com.google.crypto.tink.subtle.EngineWrapper$TKeyPairGenerator;java.lang.Object getInstance(java.lang.String,java.security.Provider);violating CrySL rule for java.security.KeyPairGenerator (on Object #9d792201b769fe047e7a4ac888b6c8bf5e59b4c0df6aad68d04eb687e5998de5);First parameter (with value "HmacSha384") should be any of {RSA, EC, DSA, DiffieHellman, DH};$r3 = staticinvoke <java.security.KeyPairGenerator: java.security.KeyPairGenerator getInstance(java.lang.String)>($r2);true
ConstraintError;com.google.crypto.tink.subtle.EngineWrapper$TKeyPairGenerator;java.lang.Object getInstance(java.lang.String,java.security.Provider);violating CrySL rule for java.security.KeyPairGenerator (on Object #9d792201b769fe047e7a4ac888b6c8bf5e59b4c0df6aad68d04eb687e5998de5);First parameter (with value "SHA-384") should be any of {RSA, EC, DSA, DiffieHellman, DH};$r3 = staticinvoke <java.security.KeyPairGenerator: java.security.KeyPairGenerator getInstance(java.lang.String)>($r2);true
ConstraintError;com.google.crypto.tink.subtle.EngineWrapper$TKeyPairGenerator;java.lang.Object getInstance(java.lang.String,java.security.Provider);violating CrySL rule for java.security.KeyPairGenerator (on Object #31579772aaec5a816143c7ef812cc1e25a25da0ce13eab8174637bf9e82c7fff);First parameter (with value "SHA-256") should be any of {RSA, EC, DSA, DiffieHellman, DH};$r3 = staticinvoke <java.security.KeyPairGenerator: java.security.KeyPairGenerator getInstance(java.lang.String,java.security.Provider)>($r2, $r1);true
ConstraintError;com.google.crypto.tink.subtle.EngineWrapper$TKeyPairGenerator;java.lang.Object getInstance(java.lang.String,java.security.Provider);violating CrySL rule for java.security.KeyPairGenerator (on Object #31579772aaec5a816143c7ef812cc1e25a25da0ce13eab8174637bf9e82c7fff);First parameter (with value "HmacSha512") should be any of {RSA, EC, DSA, DiffieHellman, DH};$r3 = staticinvoke <java.security.KeyPairGenerator: java.security.KeyPairGenerator getInstance(java.lang.String,java.security.Provider)>($r2, $r1);true
IncompleteOperationError;com.google.crypto.tink.shaded.protobuf.CodedInputStream$StreamDecoder;java.util.List readRawBytesSlowPathRemainingChunks(int);violating CrySL rule for javax.crypto.Cipher (on Object #640b3ce10d955f2685c7b85ba7b9a21e5b3284c31a9fa033826b3693ed4c27e7);Operation on object of type javax.crypto.Cipher object not completed. Expected call to init;$i3 = virtualinvoke $r3.<java.io.InputStream: int read(byte[],int,int)>($r2, $i2, $i3);true
IncompleteOperationError;com.google.crypto.tink.shaded.protobuf.CodedInputStream$StreamDecoder;java.util.List readRawBytesSlowPathRemainingChunks(int);violating CrySL rule for javax.crypto.Cipher (on Object #f412a4b6b6af857b02da3ea5721d5fbd73b3618d315ce7a8cc29c14ad33abb42);Operation on object of type javax.crypto.Cipher object not completed. Expected call to init;$i3 = virtualinvoke $r3.<java.io.InputStream: int read(byte[],int,int)>($r2, $i2, $i3);true
IncompleteOperationError;com.google.crypto.tink.shaded.protobuf.CodedInputStream$StreamDecoder;java.util.List readRawBytesSlowPathRemainingChunks(int);violating CrySL rule for java.security.MessageDigest (on Object #4ee1e49996a5c971f7aeb5a26e801c7b076c9b0e65f51e70fc752cb4886a7701);Operation on object of type java.security.MessageDigest object not completed. Expected call to digest, update;$i3 = virtualinvoke $r3.<java.io.InputStream: int read(byte[],int,int)>($r2, $i2, $i3);true
IncompleteOperationError;com.google.crypto.tink.shaded.protobuf.CodedInputStream$StreamDecoder;java.util.List readRawBytesSlowPathRemainingChunks(int);violating CrySL rule for java.security.MessageDigest (on Object #3a694b35ea04b2992debcb6b410b793f86e22988149fbcb69135acb0c3d6ba01);Operation on object of type java.security.MessageDigest object not completed. Expected call to digest, update;$i3 = virtualinvoke $r3.<java.io.InputStream: int read(byte[],int,int)>($r2, $i2, $i3);true
IncompleteOperationError;com.google.crypto.tink.shaded.protobuf.CodedInputStream$StreamDecoder;java.util.List readRawBytesSlowPathRemainingChunks(int);violating CrySL rule for java.security.KeyPairGenerator (on Object #9d792201b769fe047e7a4ac888b6c8bf5e59b4c0df6aad68d04eb687e5998de5);Operation on object of type java.security.KeyPairGenerator object not completed. Expected call to initialize;$i3 = virtualinvoke $r3.<java.io.InputStream: int read(byte[],int,int)>($r2, $i2, $i3);true
IncompleteOperationError;com.google.crypto.tink.shaded.protobuf.CodedInputStream$StreamDecoder;java.util.List readRawBytesSlowPathRemainingChunks(int);violating CrySL rule for java.security.KeyPairGenerator (on Object #31579772aaec5a816143c7ef812cc1e25a25da0ce13eab8174637bf9e82c7fff);Operation on object of type java.security.KeyPairGenerator object not completed. Expected call to initialize;$i3 = virtualinvoke $r3.<java.io.InputStream: int read(byte[],int,int)>($r2, $i2, $i3);true
IncompleteOperationError;com.google.crypto.tink.shaded.protobuf.CodedInputStream$StreamDecoder;java.util.List readRawBytesSlowPathRemainingChunks(int);violating CrySL rule for java.security.Signature (on Object #672604f2929d39e6798d3d97eaf8020693a989b9b50c219eefc0b3064ee9878f);Operation on object of type java.security.Signature object not completed. Expected call to initSign, initVerify;$i3 = virtualinvoke $r3.<java.io.InputStream: int read(byte[],int,int)>($r2, $i2, $i3);true
IncompleteOperationError;com.google.crypto.tink.shaded.protobuf.CodedInputStream$StreamDecoder;java.util.List readRawBytesSlowPathRemainingChunks(int);violating CrySL rule for java.security.Signature (on Object #cb105a5771bcd81cae436a986d3e03a8ad1f29a9eb56a4dcb4ca4659c5a58cda);Operation on object of type java.security.Signature object not completed. Expected call to initSign, initVerify;$i3 = virtualinvoke $r3.<java.io.InputStream: int read(byte[],int,int)>($r2, $i2, $i3);true
IncompleteOperationError;com.google.crypto.tink.shaded.protobuf.CodedInputStream$StreamDecoder;boolean tryRefillBuffer(int);violating CrySL rule for javax.crypto.Cipher (on Object #640b3ce10d955f2685c7b85ba7b9a21e5b3284c31a9fa033826b3693ed4c27e7);Operation on object of type javax.crypto.Cipher object not completed. Expected call to init;$i2 = virtualinvoke $r3.<java.io.InputStream: int read(byte[],int,int)>($r2, $i2, $i3);true
IncompleteOperationError;com.google.crypto.tink.shaded.protobuf.CodedInputStream$StreamDecoder;boolean tryRefillBuffer(int);violating CrySL rule for javax.crypto.Cipher (on Object #f412a4b6b6af857b02da3ea5721d5fbd73b3618d315ce7a8cc29c14ad33abb42);Operation on object of type javax.crypto.Cipher object not completed. Expected call to init;$i2 = virtualinvoke $r3.<java.io.InputStream: int read(byte[],int,int)>($r2, $i2, $i3);true
IncompleteOperationError;com.google.crypto.tink.shaded.protobuf.CodedInputStream$StreamDecoder;boolean tryRefillBuffer(int);violating CrySL rule for java.security.MessageDigest (on Object #4ee1e49996a5c971f7aeb5a26e801c7b076c9b0e65f51e70fc752cb4886a7701);Operation on object of type java.security.MessageDigest object not completed. Expected call to digest, update;$i2 = virtualinvoke $r3.<java.io.InputStream: int read(byte[],int,int)>($r2, $i2, $i3);true
IncompleteOperationError;com.google.crypto.tink.shaded.protobuf.CodedInputStream$StreamDecoder;boolean tryRefillBuffer(int);violating CrySL rule for java.security.MessageDigest (on Object #3a694b35ea04b2992debcb6b410b793f86e22988149fbcb69135acb0c3d6ba01);Operation on object of type java.security.MessageDigest object not completed. Expected call to digest, update;$i2 = virtualinvoke $r3.<java.io.InputStream: int read(byte[],int,int)>($r2, $i2, $i3);true
IncompleteOperationError;com.google.crypto.tink.shaded.protobuf.CodedInputStream$StreamDecoder;boolean tryRefillBuffer(int);violating CrySL rule for java.security.KeyPairGenerator (on Object #9d792201b769fe047e7a4ac888b6c8bf5e59b4c0df6aad68d04eb687e5998de5);Operation on object of type java.security.KeyPairGenerator object not completed. Expected call to initialize;$i2 = virtualinvoke $r3.<java.io.InputStream: int read(byte[],int,int)>($r2, $i2, $i3);true
IncompleteOperationError;com.google.crypto.tink.shaded.protobuf.CodedInputStream$StreamDecoder;boolean tryRefillBuffer(int);violating CrySL rule for java.security.KeyPairGenerator (on Object #31579772aaec5a816143c7ef812cc1e25a25da0ce13eab8174637bf9e82c7fff);Operation on object of type java.security.KeyPairGenerator object not completed. Expected call to initialize;$i2 = virtualinvoke $r3.<java.io.InputStream: int read(byte[],int,int)>($r2, $i2, $i3);true
IncompleteOperationError;com.google.crypto.tink.shaded.protobuf.CodedInputStream$StreamDecoder;boolean tryRefillBuffer(int);violating CrySL rule for java.security.Signature (on Object #672604f2929d39e6798d3d97eaf8020693a989b9b50c219eefc0b3064ee9878f);Operation on object of type java.security.Signature object not completed. Expected call to initSign, initVerify;$i2 = virtualinvoke $r3.<java.io.InputStream: int read(byte[],int,int)>($r2, $i2, $i3);true
