"","Project","ErrorType","Class","Method","ViolatedRule","Object","Statement","Source.Code"
"389","com.veken0m.bitcoinium_48.apk","IncompleteOperationError","com.xeiam.xchange.btce.v3.service.polling.BTCEPollingMarketDataService","com.xeiam.xchange.dto.marketdata.OrderBook getOrderBook(java.lang.String,java.lang.String,java.lang.Object[])","violating CrySL rule for javax.crypto.Mac (on Object #29443188b75f2b9d5f2a2784337053ee570842cf6af2734d16c4eff5d10c7c56)","Operation on object of type javax.crypto.Mac object not completed. Expected call to update, doFinal","specialinvoke r0.<com.xeiam.xchange.btce.v3.service.polling.BTCEPollingMarketDataService: void verify(java.lang.String,java.lang.String)>($r1, $r2)","https://github.com/veken0m/bitcoinium"
"390","com.veken0m.bitcoinium_48.apk","RequiredPredicateError","si.mazi.rescu.HmacPostBodyDigest","void <init>(java.lang.String)","violating CrySL rule for javax.crypto.spec.SecretKeySpec ","First parameter was not properly generated as prepared Key Material","specialinvoke r2.<javax.crypto.spec.SecretKeySpec: void <init>(byte[],java.lang.String)>($r3, varReplacer6026)","https://github.com/veken0m/bitcoinium"
"391","com.veken0m.bitcoinium_48.apk","IncompleteOperationError","com.xeiam.xchange.campbx.service.polling.CampBXPollingMarketDataService","com.xeiam.xchange.campbx.dto.marketdata.CampBXOrderBook getCampBXOrderBook(java.lang.String,java.lang.String)","violating CrySL rule for javax.crypto.Mac (on Object #2d682f65ba0685d2c950071859cf29537e1922a49f6d70660e823bae49e64efd)","Operation on object of type javax.crypto.Mac object not completed. Expected call to update, doFinal","specialinvoke r0.<com.xeiam.xchange.campbx.service.polling.CampBXPollingMarketDataService: void verify(java.lang.String,java.lang.String)>($r1, $r2)","https://github.com/veken0m/bitcoinium"
"392","com.veken0m.bitcoinium_48.apk","IncompleteOperationError","com.xeiam.xchange.mtgox.v2.service.polling.MtGoxPollingMarketDataService","com.xeiam.xchange.dto.marketdata.Ticker getTicker(java.lang.String,java.lang.String)","violating CrySL rule for javax.crypto.Mac (on Object #21eb6fff7ca65974a74dc777912666558dafb7eb9f13413191f40db909700387)","Operation on object of type javax.crypto.Mac object not completed. Expected call to update, doFinal","specialinvoke r0.<com.xeiam.xchange.mtgox.v2.service.polling.MtGoxPollingMarketDataService: void verify(java.lang.String,java.lang.String)>($r1, $r2)","https://github.com/veken0m/bitcoinium"
"393","com.veken0m.bitcoinium_48.apk","IncompleteOperationError","com.xeiam.xchange.kraken.service.polling.KrakenPollingMarketDataService","com.xeiam.xchange.dto.marketdata.Trades getTrades(java.lang.String,java.lang.String,java.lang.Object[])","violating CrySL rule for javax.crypto.Mac (on Object #21eb6fff7ca65974a74dc777912666558dafb7eb9f13413191f40db909700387)","Operation on object of type javax.crypto.Mac object not completed. Expected call to update, doFinal","specialinvoke r0.<com.xeiam.xchange.kraken.service.polling.KrakenPollingMarketDataService: void verify(java.lang.String,java.lang.String)>($r1, $r2)","https://github.com/veken0m/bitcoinium"
"394","com.veken0m.bitcoinium_48.apk","IncompleteOperationError","com.xeiam.xchange.kraken.service.polling.KrakenPollingMarketDataService","com.xeiam.xchange.dto.marketdata.Trades getTrades(java.lang.String,java.lang.String,java.lang.Object[])","violating CrySL rule for javax.crypto.Mac (on Object #81fd5b426298137bb27263f36e062d449001906b60f16ee0f33b19553254b678)","Operation on object of type javax.crypto.Mac object not completed. Expected call to update, doFinal","specialinvoke r0.<com.xeiam.xchange.kraken.service.polling.KrakenPollingMarketDataService: void verify(java.lang.String,java.lang.String)>($r1, $r2)","https://github.com/veken0m/bitcoinium"
"395","com.veken0m.bitcoinium_48.apk","IncompleteOperationError","com.veken0m.bitcoinium.OrderbookActivity","void getOrderBook()","violating CrySL rule for javax.crypto.Mac (on Object #754a8846e384218d3e31b37152761c7b62db2330df1998fb4f1ba57b62ec7cba)","Operation on object of type javax.crypto.Mac object not completed. Expected call to update, doFinal","$r6 = interfaceinvoke $r5.<com.xeiam.xchange.Exchange: com.xeiam.xchange.service.polling.PollingMarketDataService getPollingMarketDataService()>()","https://github.com/veken0m/bitcoinium"
"396","com.veken0m.bitcoinium_48.apk","IncompleteOperationError","com.xeiam.xchange.kraken.service.polling.KrakenPollingMarketDataService","com.xeiam.xchange.dto.marketdata.Trades getTrades(java.lang.String,java.lang.String,java.lang.Object[])","violating CrySL rule for javax.crypto.Mac (on Object #2d682f65ba0685d2c950071859cf29537e1922a49f6d70660e823bae49e64efd)","Operation on object of type javax.crypto.Mac object not completed. Expected call to update, doFinal","specialinvoke r0.<com.xeiam.xchange.kraken.service.polling.KrakenPollingMarketDataService: void verify(java.lang.String,java.lang.String)>($r1, $r2)","https://github.com/veken0m/bitcoinium"
"397","com.veken0m.bitcoinium_48.apk","IncompleteOperationError","com.xeiam.xchange.kraken.service.polling.KrakenPollingMarketDataService","com.xeiam.xchange.dto.marketdata.Trades getTrades(java.lang.String,java.lang.String,java.lang.Object[])","violating CrySL rule for javax.crypto.Mac (on Object #56356a2d250eeed6845dc475c529e11e0c6eb92359658eeeeb2d891006603607)","Operation on object of type javax.crypto.Mac object not completed. Expected call to update, doFinal","specialinvoke r0.<com.xeiam.xchange.kraken.service.polling.KrakenPollingMarketDataService: void verify(java.lang.String,java.lang.String)>($r1, $r2)","https://github.com/veken0m/bitcoinium"
"398","com.veken0m.bitcoinium_48.apk","IncompleteOperationError","com.xeiam.xchange.kraken.service.polling.KrakenPollingMarketDataService","com.xeiam.xchange.dto.marketdata.OrderBook getOrderBook(java.lang.String,java.lang.String,java.lang.Object[])","violating CrySL rule for java.security.MessageDigest (on Object #42808f466868e1acfc000a278c03e6f1ca77e596a95d63a666b691906bcfedb6)","Operation on object of type java.security.MessageDigest object not completed. Expected call to digest, update","specialinvoke r0.<com.xeiam.xchange.kraken.service.polling.KrakenPollingMarketDataService: void verify(java.lang.String,java.lang.String)>($r1, $r2)","https://github.com/veken0m/bitcoinium"
"399","com.veken0m.bitcoinium_48.apk","IncompleteOperationError","com.xeiam.xchange.campbx.service.polling.CampBXPollingMarketDataService","com.xeiam.xchange.campbx.dto.marketdata.CampBXTicker getCampBXTicker(java.lang.String,java.lang.String)","violating CrySL rule for javax.crypto.Mac (on Object #29443188b75f2b9d5f2a2784337053ee570842cf6af2734d16c4eff5d10c7c56)","Operation on object of type javax.crypto.Mac object not completed. Expected call to update, doFinal","specialinvoke r0.<com.xeiam.xchange.campbx.service.polling.CampBXPollingMarketDataService: void verify(java.lang.String,java.lang.String)>($r1, $r2)","https://github.com/veken0m/bitcoinium"
"400","com.veken0m.bitcoinium_48.apk","RequiredPredicateError","com.xeiam.xchange.kraken.service.KrakenDigest","void <init>(java.lang.String)","violating CrySL rule for javax.crypto.spec.SecretKeySpec ","First parameter was not properly generated as prepared Key Material","specialinvoke r2.<javax.crypto.spec.SecretKeySpec: void <init>(byte[],java.lang.String)>($r3, varReplacer6031)","https://github.com/veken0m/bitcoinium"
"401","com.veken0m.bitcoinium_48.apk","IncompleteOperationError","com.xeiam.xchange.campbx.service.polling.CampBXPollingMarketDataService","com.xeiam.xchange.campbx.dto.marketdata.CampBXTicker getCampBXTicker(java.lang.String,java.lang.String)","violating CrySL rule for javax.crypto.Mac (on Object #21eb6fff7ca65974a74dc777912666558dafb7eb9f13413191f40db909700387)","Operation on object of type javax.crypto.Mac object not completed. Expected call to update, doFinal","specialinvoke r0.<com.xeiam.xchange.campbx.service.polling.CampBXPollingMarketDataService: void verify(java.lang.String,java.lang.String)>($r1, $r2)","https://github.com/veken0m/bitcoinium"
"402","com.vgorcum.minedmonero_2.apk","ConstraintError","com.android.volley.InternalUtils","java.lang.String sha1Hash(java.lang.String)","violating CrySL rule for java.security.MessageDigest (on Object #8bd8daa1fa54ad0661d28e7167862bbc713312dfb7fbb44c787adcb753f0e76e)","First parameter (with value ""SHA-1"") should be any of {SHA-256, SHA-384, SHA-512}","$r1 = staticinvoke <java.security.MessageDigest: java.security.MessageDigest getInstance(java.lang.String)>(varReplacer1068)","https://gitlab.com/mvgorcum/minedmonero"
"403","de.chaosdorf.meteroid_41.apk","ConstraintError","de.chaosdorf.meteroid.util.Utility","java.lang.String md5Hex(java.lang.String)","violating CrySL rule for java.security.MessageDigest (on Object #d88eb0f63d199564950d20b8a10e52ef3c474784ed3afb3858d8611b4bc55405)","First parameter (with value ""MD5"") should be any of {SHA-256, SHA-384, SHA-512}","$r1 = staticinvoke <java.security.MessageDigest: java.security.MessageDigest getInstance(java.lang.String)>(varReplacer3604)","https://github.com/chaosdorf/meteroid"
"404","de.k4ever.k4android_10.apk","HardCodedError","de.k4ever.k4android.a.a","com.android.volley.s b()","violating CrySL rule for java.security.KeyStore (on Object #1b45d1353ff56d33db2f28d7809511f3fcab1b22b4ac060c1b2eecf50e479db2)","Second parameter should never be hardcoded.","virtualinvoke $r7.<java.security.KeyStore: void load(java.io.InputStream,char[])>($r10, $r11)","https://gitlab.tubit.tu-berlin.de/freitagsrunde/k4ever-android-2"
"405","de.k4ever.k4android_10.apk","NeverTypeOfError","de.k4ever.k4android.a.a","com.android.volley.s b()","violating CrySL rule for java.security.KeyStore (on Object #1b45d1353ff56d33db2f28d7809511f3fcab1b22b4ac060c1b2eecf50e479db2)","Second parameter should never be of type java.lang.String.","virtualinvoke $r7.<java.security.KeyStore: void load(java.io.InputStream,char[])>($r10, $r11)","https://gitlab.tubit.tu-berlin.de/freitagsrunde/k4ever-android-2"
"406","de.k4ever.k4android_10.apk","ConstraintError","de.k4ever.k4android.a.a","com.android.volley.s b()","violating CrySL rule for java.security.KeyStore (on Object #1b45d1353ff56d33db2f28d7809511f3fcab1b22b4ac060c1b2eecf50e479db2)","First parameter (with value ""BKS"") should be any of {JCEKS, JKS, DKS, PKCS11, PKCS12}","$r7 = staticinvoke <java.security.KeyStore: java.security.KeyStore getInstance(java.lang.String)>(varReplacer1590)","https://gitlab.tubit.tu-berlin.de/freitagsrunde/k4ever-android-2"
"407","de.k4ever.k4android_10.apk","ConstraintError","de.k4ever.k4android.a.a","com.android.volley.s b()","violating CrySL rule for javax.net.ssl.SSLContext (on Object #af864b6982f0046b84a528938db46dcb298978a662ebfb83bfd0382a52466aac)","First parameter (with value ""TLS"") should be any of {TLSv1.2, TLSv1.3}","$r14 = staticinvoke <javax.net.ssl.SSLContext: javax.net.ssl.SSLContext getInstance(java.lang.String)>(varReplacer1592)","https://gitlab.tubit.tu-berlin.de/freitagsrunde/k4ever-android-2"
"408","de.k4ever.k4android_10.apk","RequiredPredicateError","de.k4ever.k4android.a.a","com.android.volley.s b()","violating CrySL rule for javax.net.ssl.TrustManagerFactory ","First parameter was not properly generated as generated Key Store","virtualinvoke $r3.<javax.net.ssl.TrustManagerFactory: void init(java.security.KeyStore)>(varReplacer1586)","https://gitlab.tubit.tu-berlin.de/freitagsrunde/k4ever-android-2"
"409","de.k4ever.k4android_10.apk","RequiredPredicateError","de.k4ever.k4android.a.a","com.android.volley.s b()","violating CrySL rule for javax.net.ssl.SSLContext ","Second parameter was not properly generated as generated Trust Managers","virtualinvoke $r14.<javax.net.ssl.SSLContext: void init(javax.net.ssl.KeyManager[],javax.net.ssl.TrustManager[],java.security.SecureRandom)>(varReplacer1588, $r4, varReplacer1588)","https://gitlab.tubit.tu-berlin.de/freitagsrunde/k4ever-android-2"
"410","de.k4ever.k4android_10.apk","RequiredPredicateError","de.k4ever.k4android.a.a","com.android.volley.s b()","violating CrySL rule for javax.net.ssl.SSLContext ","Third parameter was not properly generated as randomized","virtualinvoke $r14.<javax.net.ssl.SSLContext: void init(javax.net.ssl.KeyManager[],javax.net.ssl.TrustManager[],java.security.SecureRandom)>(varReplacer1588, $r4, varReplacer1588)","https://gitlab.tubit.tu-berlin.de/freitagsrunde/k4ever-android-2"
"411","de.k4ever.k4android_10.apk","RequiredPredicateError","de.k4ever.k4android.a.a","com.android.volley.s b()","violating CrySL rule for javax.net.ssl.SSLContext ","First parameter was not properly generated as generated Key Managers","virtualinvoke $r14.<javax.net.ssl.SSLContext: void init(javax.net.ssl.KeyManager[],javax.net.ssl.TrustManager[],java.security.SecureRandom)>(varReplacer1588, $r4, varReplacer1588)","https://gitlab.tubit.tu-berlin.de/freitagsrunde/k4ever-android-2"
"412","de.koelle.christian.trickytripper_25.apk","ConstraintError","c.d0.h","okio.ByteString a(okio.ByteString)","violating CrySL rule for java.security.MessageDigest (on Object #3210bf4069e684875fa5213348cc2d8134d1b807bf61f0f8b22b903525d0ba66)","First parameter (with value ""SHA-1"") should be any of {SHA-256, SHA-384, SHA-512}","$r1 = staticinvoke <java.security.MessageDigest: java.security.MessageDigest getInstance(java.lang.String)>(varReplacer13487)","https://github.com/koelleChristian/trickytripper"
"413","de.langerhans.wallet_400.apk","RequiredPredicateError","com.lambdaworks.crypto.SCrypt","byte[] scryptJ(byte[],byte[],int,int,int,int)","violating CrySL rule for javax.crypto.Mac ","First parameter was not properly generated as generated Key","virtualinvoke $r5.<javax.crypto.Mac: void init(java.security.Key)>($r6)","https://github.com/langerhans/dogecoin-wallet-new"
"414","de.langerhans.wallet_400.apk","RequiredPredicateError","com.lambdaworks.crypto.SCrypt","byte[] scryptJ(byte[],byte[],int,int,int,int)","violating CrySL rule for javax.crypto.spec.SecretKeySpec ","First parameter was not properly generated as prepared Key Material","specialinvoke $r6.<javax.crypto.spec.SecretKeySpec: void <init>(byte[],java.lang.String)>($r0, varReplacer27771)","https://github.com/langerhans/dogecoin-wallet-new"
"415","de.langerhans.wallet_400.apk","IncompleteOperationError","com.lambdaworks.crypto.SCrypt","byte[] scryptJ(byte[],byte[],int,int,int,int)","violating CrySL rule for javax.crypto.Mac (on Object #9566e50b8abbbd303f53b861d25dec854736debc469c9b1275e01f19ce278951)","Operation on object of type javax.crypto.Mac object not completed. Expected call to update, doFinal","staticinvoke <com.lambdaworks.crypto.PBKDF: void pbkdf2(javax.crypto.Mac,byte[],int,byte[],int)>($r5, $r2, varReplacer27776, $r0, $i3)","https://github.com/langerhans/dogecoin-wallet-new"
"416","de.langerhans.wallet_400.apk","IncompleteOperationError","com.lambdaworks.crypto.PBKDF","void pbkdf2(javax.crypto.Mac,byte[],int,byte[],int)","violating CrySL rule for javax.crypto.Mac (on Object #9566e50b8abbbd303f53b861d25dec854736debc469c9b1275e01f19ce278951)","Operation on object of type javax.crypto.Mac object not completed. Expected call to update, doFinal","$i3 = virtualinvoke $r0.<javax.crypto.Mac: int getMacLength()>()","https://github.com/langerhans/dogecoin-wallet-new"
"417","de.langerhans.wallet_400.apk","TypestateError","com.lambdaworks.crypto.PBKDF","void pbkdf2(javax.crypto.Mac,byte[],int,byte[],int)","violating CrySL rule for javax.crypto.Mac (on Object #9566e50b8abbbd303f53b861d25dec854736debc469c9b1275e01f19ce278951)","Unexpected call to method update on object of type javax.crypto.Mac.","virtualinvoke $r0.<javax.crypto.Mac: void update(byte[])>($r5)","https://github.com/langerhans/dogecoin-wallet-new"
"418","de.langerhans.wallet_400.apk","TypestateError","com.lambdaworks.crypto.PBKDF","void pbkdf2(javax.crypto.Mac,byte[],int,byte[],int)","violating CrySL rule for javax.crypto.Mac (on Object #9566e50b8abbbd303f53b861d25dec854736debc469c9b1275e01f19ce278951)","Unexpected call to method update on object of type javax.crypto.Mac.","virtualinvoke $r0.<javax.crypto.Mac: void update(byte[])>($r4)","https://github.com/langerhans/dogecoin-wallet-new"
